LotArea,YearBuilt,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageArea,GrLivArea,MSSubClass,OverallCond,SalePrice
8294,1971,858,872,0,1,3,5,480,872,20,5,123000
13695,2003,1114,1114,0,1,3,6,576,1114,20,5,155000
9375,2002,1284,1284,885,2,3,7,647,2169,60,5,228500
7558,1928,896,1172,741,1,3,9,342,1913,50,6,177000
11103,2006,728,728,728,2,3,8,440,1456,60,5,155835
6000,1920,960,960,0,1,2,5,308,960,30,4,108500
20781,1968,1568,2156,0,2,3,9,508,2156,20,7,262500
15306,2006,1732,1776,0,2,3,7,712,1776,20,5,283463
16196,1998,1482,1494,0,2,3,5,514,1494,20,5,215000
5250,1872,684,938,1215,2,4,8,0,2358,70,5,122000
11643,1969,1248,1338,1296,2,6,12,968,2634,90,5,200000
9247,1962,858,858,858,1,4,8,490,1716,60,6,171000
6000,1937,698,786,390,1,2,4,624,1176,50,9,134900
14720,1995,2033,2053,1185,2,4,9,666,3238,50,5,410000
10316,2000,992,992,873,2,3,7,839,1865,60,5,235000
10192,1968,570,1222,698,3,4,8,487,1920,80,6,170000
9477,1966,864,892,0,1,3,5,264,892,20,5,110000
12537,1971,1078,1078,0,1,3,6,500,1078,20,6,149900
2117,2000,756,769,804,2,3,5,440,1573,160,5,177500
16737,2004,1980,1980,0,2,3,8,770,1980,20,5,315000
9842,1921,612,990,1611,3,4,8,621,2601,70,6,189000
16158,2005,1530,1530,0,2,3,7,430,1530,20,5,260000
12513,1920,715,1281,457,2,4,7,368,1738,50,4,104900
8499,2006,616,616,796,2,3,6,432,1412,60,5,156932
3180,2005,600,520,600,2,2,4,480,1200,160,5,144152
7500,2000,814,814,860,2,3,7,663,1674,60,5,216000
9179,1999,873,882,908,2,3,7,588,1790,60,5,193000
2665,1977,757,925,550,2,4,6,336,1475,160,6,127000
4435,2003,848,848,0,1,1,4,420,848,120,5,144000
10635,2003,1657,1668,0,2,3,8,502,1668,20,5,232000
5400,1920,840,840,534,1,2,6,338,1374,50,6,105000
9600,1955,992,1661,0,1,3,8,377,1661,80,6,165500
9750,1998,1108,1108,989,2,3,8,583,2097,60,6,274300
11400,2001,2633,2633,0,2,2,8,804,2633,20,5,466500
10625,2005,1026,1026,932,2,3,9,936,1958,60,5,250000
10991,2007,1571,1571,0,2,3,7,722,1571,20,5,239000
6292,1930,768,790,0,1,2,4,160,790,30,5,91000
10998,1941,984,984,620,2,3,6,660,1604,50,5,117000
1953,1973,483,483,504,1,2,5,264,987,160,5,83000
9735,2006,384,754,640,2,3,7,400,1394,80,5,167500
8212,1914,864,864,0,1,2,5,200,864,30,3,58500
12925,1970,1205,2117,0,2,4,7,550,2117,20,7,237500
7200,1920,596,998,764,1,4,8,576,1762,70,7,157000
25339,1918,816,1416,0,2,3,7,576,1416,30,7,112000
9060,1939,560,698,560,1,2,6,280,1258,50,5,105000
5436,1922,796,796,358,1,3,7,240,1154,50,8,125500
16692,1978,1392,1392,1392,3,5,12,564,2784,60,5,250000
8520,1916,714,1664,862,2,5,10,216,2526,50,7,136000
14892,2006,1746,1746,0,2,3,7,758,1746,20,5,377500
6000,1941,735,869,349,1,3,6,440,1218,50,6,131000
9100,2000,1525,1525,0,2,3,6,541,1525,20,5,235000
8944,1967,1584,1584,0,2,4,8,792,1584,90,5,124000
7838,1967,864,900,0,1,3,6,288,900,85,5,123000
10800,1905,482,1221,691,2,3,7,672,1912,190,7,163000
4045,2006,1356,1500,0,2,2,6,648,1500,120,5,246578
12665,2005,1094,1133,1349,2,4,9,642,2482,60,5,281213
57200,1948,747,1687,0,1,3,7,572,1687,20,5,160000
6120,1920,939,939,574,1,4,8,180,1513,70,8,137500
7200,1950,1208,1136,768,1,3,7,240,1904,50,4,138000
6171,1925,976,1160,448,2,3,7,216,1608,50,6,137450
6000,1929,862,950,208,1,3,5,208,1158,50,7,120000
7415,2004,839,864,729,2,3,8,398,1593,60,5,193000
6762,2006,1286,1294,0,2,2,6,662,1294,20,5,193879
15256,2007,1485,1464,0,2,3,6,754,1464,20,5,282922
10410,1915,672,694,520,1,3,6,936,1214,50,4,105000
3842,2004,1594,1646,0,2,2,5,482,1646,120,5,275000
8445,1972,768,768,0,1,2,5,396,768,85,7,133000
8780,1985,833,833,0,1,3,5,0,833,20,5,112000
7740,1910,622,741,622,1,3,6,528,1363,70,7,125500
20544,1986,791,1236,857,2,3,7,542,2093,60,6,215000
12420,2001,944,944,896,2,3,6,622,1840,60,5,230000
9600,1950,856,1112,556,1,3,6,271,1668,50,8,140000
7200,1949,0,1040,0,2,2,6,420,1040,90,5,90000
10994,2005,1844,1844,0,2,2,7,620,1844,20,5,257000
13053,1923,833,1053,795,1,4,8,370,1848,50,7,207000
3635,2007,1386,1569,0,2,1,7,660,1569,120,5,175900
11340,1885,777,1246,1044,2,4,11,560,2290,190,6,122500
16545,1998,1284,1310,1140,2,3,7,1069,2450,60,5,340000
9204,1963,1144,1144,0,1,3,6,336,1144,20,5,124000
16381,1969,1844,1844,0,2,3,7,540,1844,20,5,223000
11700,1968,708,708,708,2,3,7,776,1416,60,6,179900
4043,1977,1069,1069,0,2,2,4,440,1069,120,5,127500
4435,2003,848,848,0,1,1,3,420,848,120,5,136500
19690,1966,697,1575,626,2,4,8,432,2201,80,7,274970
9503,1958,1024,1344,0,1,2,6,484,1344,20,5,144000
10721,1959,1252,1252,0,1,3,7,528,1252,20,6,142000
10944,1994,1223,1223,904,2,3,5,525,2127,60,5,271000
10930,1945,913,1048,510,1,3,6,288,1558,50,6,140000
7200,1940,788,804,0,1,2,4,240,804,30,7,119000
12546,1981,1440,1440,0,2,3,7,467,1440,20,7,182900
21930,2005,732,734,1104,2,4,7,372,1838,60,5,192140
4928,1976,958,958,0,2,2,5,440,958,120,6,143750
10800,1927,656,968,0,2,4,5,216,968,30,6,64500
10261,2000,936,962,830,2,3,8,451,1792,60,5,186500
17400,1977,1126,1126,0,2,3,5,484,1126,20,5,160000
8400,1962,1319,1537,0,1,3,7,462,1537,20,9,174000
9000,1971,864,864,0,1,3,5,528,864,20,6,120500
12444,2008,1932,1932,0,2,2,7,774,1932,20,5,394617
7407,1957,912,1236,0,1,2,6,923,1236,20,7,149700
11584,1979,539,1040,685,2,3,6,550,1725,60,6,197000
11526,1922,588,1423,748,2,3,11,672,2555,70,7,191000
4426,2004,848,848,0,1,1,3,420,848,120,5,149300
11003,2008,1017,1026,981,2,3,10,812,2007,60,5,310000
8854,1916,952,952,0,1,2,4,192,952,30,6,121000
8500,2004,1422,1422,0,2,3,7,626,1422,20,5,179600
8400,1966,814,913,0,1,3,6,240,913,85,5,129000
26142,1962,1188,1188,0,1,3,6,312,1188,20,7,157900
10000,1995,1220,1220,870,2,3,8,556,2090,60,5,240000
11767,1910,560,796,550,1,2,6,384,1346,50,7,112000
1533,1970,630,630,0,1,1,3,0,630,180,7,92000
9000,1974,896,896,896,2,4,8,0,1792,90,5,136000
9262,2008,1573,1578,0,2,3,7,840,1578,20,5,287090
3675,2005,547,1072,0,1,2,5,525,1072,180,5,145000
17217,2006,1140,1140,0,1,3,6,0,1140,20,5,84500
7500,2004,1221,1221,0,2,2,6,400,1221,20,5,185000
7917,1999,953,953,694,2,3,7,460,1647,60,5,175000
13175,1978,1542,2073,0,2,3,7,500,2073,20,6,210000
9042,1941,1152,1188,1152,2,4,9,252,2340,70,9,266500
9717,1950,1078,1078,0,1,2,5,240,1078,20,6,142125
9937,1965,1256,1256,0,1,3,6,276,1256,20,6,147500
